event_id,environment_id,event_type,x,y,segment_a_id,segment_b_id,shape_a_id,shape_b_id,t_a,t_b,residual,residual_unity_world_units,same_shape,source_anomaly_involved,navigability_status,refinement_method,status,review_notes
env38_intersection_event_0003,38,interior_interior_crossing,262.28172874781603,113.51550704592258,env38_shape_4330855546755831596_segment_0001,env38_shape_4330855547524397474_segment_0006,env38_shape_4330855546755831596,env38_shape_4330855547524397474,0.00903740298493366,0.6711893188403144,2.8563464471519893e-13,2.8563464471519893e-13,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0023,38,interior_interior_crossing,401.64647077602166,-60.79657475509278,env38_shape_4330855547456548042_segment_0003,env38_shape_4330855547524397474_segment_0004,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.1701361817771314,0.2933940937045062,5.329070518200751e-13,5.329070518200751e-13,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0024,38,interior_interior_crossing,401.5709053488886,-101.76914227088939,env38_shape_4330855547456548042_segment_0003,env38_shape_4330855547829185599_segment_0002,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.511390465538625,0.4198933253669791,9.919176591210999e-12,9.919176591210999e-12,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0025,38,interior_interior_crossing,392.95239142952437,322.37812335077535,env38_shape_4330855547456548042_segment_0004,env38_shape_4330855547456548042_segment_0014,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6115275099451765,0.9729946844302919,4.149958897060965e-12,4.149958897060965e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0033,38,interior_interior_crossing,323.70095974290234,206.33780031083853,env38_shape_4330855547456548042_segment_0009,env38_shape_4330855547529842337_segment_0018,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.7602234053865686,0.6584132857987873,7.958078640513122e-13,7.958078640513122e-13,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0035,38,interior_interior_crossing,320.0465358530566,239.99453478985754,env38_shape_4330855547456548042_segment_0010,env38_shape_4330855547456548042_segment_0020,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6098759827719019,0.654686123237503,1.7053025658242404e-12,1.7053025658242404e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0049,38,interior_interior_crossing,267.36922396343425,225.67875978325662,env38_shape_4330855547456548042_segment_0022,env38_shape_4330855547524397474_segment_0007,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.8079626348897584,0.7450400352560038,2.2566855185535593e-11,2.2566855185535593e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0054,38,interior_interior_crossing,189.15793378174388,232.14391298894273,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042_segment_0031,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.3066172013977848,0.01942028288428389,8.58335624798201e-12,8.58335624798201e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0055,38,interior_interior_crossing,190.79180623874623,232.14067586693164,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.28482570479263813,0.9928246986867482,6.38351593806874e-11,6.38351593806874e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0057,38,interior_interior_crossing,70.46330466965229,220.90083941202,env38_shape_4330855547456548042_segment_0025,env38_shape_4330855547829185599_segment_0017,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.9232936961343512,0.0063129371215269155,1.1212875961064128e-08,1.1212875961064128e-08,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0058,38,interior_interior_crossing,41.88274560888673,220.14948336992066,env38_shape_4330855547456548042_segment_0026,env38_shape_4330855547829185599_segment_0027,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.36825412930011225,0.933608293692325,4.972378064849181e-11,4.972378064849181e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0061,38,interior_interior_crossing,258.2770810548837,270.88935593780013,env38_shape_4330855547456548042_segment_0028,env38_shape_4330855547524397474_segment_0008,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.800211121088761,0.499750878681169,1.2710574864626038e-13,1.2710574864626038e-13,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0062,38,interior_interior_crossing,196.50706363958383,266.35251112249864,env38_shape_4330855547456548042_segment_0029,env38_shape_4330855547456548042_segment_0032,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6452675054893007,0.9905776294005351,6.423306331271306e-12,6.423306331271306e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0064,38,interior_interior_crossing,190.80238693798395,231.8394080402407,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.9246373720798147,0.9848382639799802,1.0089706847793423e-11,1.0089706847793423e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0075,38,interior_interior_crossing,266.2416889743083,-29.288118667786943,env38_shape_4330855547524397474_segment_0005,env38_shape_4330855547524397474_segment_0020,env38_shape_4330855547524397474,env38_shape_4330855547524397474,0.03226484005790553,0.41028563380593647,1.802220594981918e-10,1.802220594981918e-10,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0078,38,interior_interior_crossing,265.1479762067154,188.95614961955482,env38_shape_4330855547524397474_segment_0007,env38_shape_4330855547529842337_segment_0015,env38_shape_4330855547524397474,env38_shape_4330855547529842337,0.35944425149136805,0.8134306108189897,2.304147983522853e-10,2.304147983522853e-10,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0096,38,interior_interior_crossing,90.08280652943498,-3.936130486103974,env38_shape_4330855547524397474_segment_0024,env38_shape_4330855547829185599_segment_0010,env38_shape_4330855547524397474,env38_shape_4330855547829185599,0.9546441507991403,0.04595289335773317,2.1671553458883433e-11,2.1671553458883433e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0103,38,interior_interior_crossing,275.1553034163595,-104.53906142507674,env38_shape_4330855547524397474_segment_0029,env38_shape_4330855547829185599_segment_0001,env38_shape_4330855547524397474,env38_shape_4330855547829185599,0.8682698087759491,0.16780100653559488,4.662584897062211e-11,4.662584897062211e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0005,39,interior_interior_crossing,322.6918303388925,113.8094770066325,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8173528260209739,0.5265439278102161,5.686117965451147e-13,5.686117965451147e-13,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0006,39,interior_interior_crossing,263.53609533164786,113.80036373419884,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.6466125935548916,0.41515536672623055,7.76816477811216e-09,7.76816477811216e-09,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0007,39,interior_interior_crossing,72.77083653533977,113.77132721841915,env39_shape_3305298596651482022_segment_0001,env39_shape_3305298596651482022_segment_0022,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.09601081461150329,0.3010428417877427,3.5811635842602123e-12,3.5811635842602123e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0012,39,interior_interior_crossing,388.0067641631019,-63.34832989356524,env39_shape_3305298596651482022_segment_0003,env39_shape_3305298596651482022_segment_0012,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8101173927008942,0.5430539943018751,3.979039320256561e-13,3.979039320256561e-13,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0017,39,interior_interior_crossing,38.60222607148718,224.9574259667749,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0006,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.9009043939877301,0.9991028924887201,1.1912042907658615e-08,1.1912042907658615e-08,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0019,39,interior_interior_crossing,320.50884281983446,224.20446924355446,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.16416719826550397,0.22999641789353073,2.0463630789890885e-12,2.0463630789890885e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0020,39,interior_interior_crossing,261.8526325244517,224.36120482894484,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3174597533652559,0.6718805066986466,3.268041837639934e-09,3.268041837639934e-09,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0021,39,interior_interior_crossing,70.9978655446908,224.8709410989473,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0022,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8162412913799812,0.6050845751096698,5.123796534383003e-14,5.123796534383003e-14,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0022,39,interior_interior_crossing,149.9990591045712,224.6599901338467,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0026,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.6097788096207579,0.44879642722612173,1.449228509952941e-13,1.449228509952941e-13,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0023,39,interior_interior_crossing,202.53230289630062,224.51967859208588,env39_shape_3305298596651482022_segment_0004,env39_shape_3305298596651482022_segment_0031,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.47248797249631025,0.38837231576324155,6.782954642463184e-09,6.782954642463184e-09,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0026,39,interior_interior_crossing,40.515011919041555,4.323657783686313,env39_shape_3305298596651482022_segment_0007,env39_shape_3305298596651482022_segment_0024,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.39684881698298113,0.9983641848857677,3.8200619912876084e-12,3.8200619912876084e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0037,39,interior_interior_crossing,324.89649968075946,4.312400953052833,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0023,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8185183154657238,0.99551759641581,1.3589129821411916e-13,1.3589129821411916e-13,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0038,39,interior_interior_crossing,319.6630013437765,267.540889089394,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.11297570291872674,0.9985617564075183,2.6722453352574938e-12,2.6722453352574938e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0039,39,interior_interior_crossing,321.5544254083177,171.07388218416878,env39_shape_3305298596651482022_segment_0011,env39_shape_3305298596651482022_segment_0030,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3729941087420632,0.6663632517506006,8.526512829121202e-14,8.526512829121202e-14,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0044,39,interior_interior_crossing,260.55913547969567,309.31632897229315,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0017,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.8691484578111555,0.34092769442613313,2.2168933355715126e-12,2.2168933355715126e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0045,39,interior_interior_crossing,265.2031717926033,4.323160233612479,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0023,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.16094638867070898,0.757241755820844,6.594708779061875e-09,6.594708779061875e-09,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0046,39,interior_interior_crossing,261.186585809054,268.10568696133953,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.7734563081803572,0.6562446152275574,7.673861546209082e-12,7.673861546209082e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0047,39,interior_interior_crossing,262.66808374136224,170.80578003099862,env39_shape_3305298596651482022_segment_0014,env39_shape_3305298596651482022_segment_0030,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.5475234307850836,0.3394993433816191,3.6100046558896455e-12,3.6100046558896455e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0049,39,interior_interior_crossing,266.19401986670425,-105.22486889430718,env39_shape_3305298596651482022_segment_0016,env39_shape_3305298596651482022_segment_0020,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.3991001072572544,0.393347463965434,3.6187941978705403e-10,3.6187941978705403e-10,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env39_intersection_event_0067,39,interior_interior_crossing,202.01727329069038,268.2930659096087,env39_shape_3305298596651482022_segment_0028,env39_shape_3305298596651482022_segment_0031,env39_shape_3305298596651482022,env39_shape_3305298596651482022,0.30955929328820275,0.704317688551197,1.1937117960769683e-12,1.1937117960769683e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
