event_id,review_location_id,environment_id,event_type,x,y,segment_a_id,segment_b_id,shape_a_id,shape_b_id,t_a,t_b,residual,same_shape,source_anomaly_involved,mapped_3d_position_if_available,navigability_decision,evidence_type,unity_source_path,unity_object_or_hierarchy_if_available,evidence_summary,manual_review_notes
env38_intersection_event_0015,E38-C011,38,interior_interior_crossing,358.3434473403574,178.83361715343153,env38_shape_4330855546755831596_segment_0004,env38_shape_4330855547529842337_segment_0022,env38_shape_4330855546755831596,env38_shape_4330855547529842337,0.20389803406285978,0.28215709718633747,5.684341886080802e-14,False,False,"VirEnv_38 prefab-local XZ (82.206236100, 61.401704756); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0023,E38-C012,38,interior_interior_crossing,401.64647077602166,-60.79657475509278,env38_shape_4330855547456548042_segment_0003,env38_shape_4330855547524397474_segment_0004,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.1701361817771314,0.2933940937045062,5.329070518200751e-13,False,False,"VirEnv_38 prefab-local XZ (125.550246810, -178.416454636); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0024,E38-C013,38,interior_interior_crossing,401.5709053488886,-101.76914227088939,env38_shape_4330855547456548042_segment_0003,env38_shape_4330855547829185599_segment_0002,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.511390465538625,0.4198933253669791,9.919176591210999e-12,False,False,"VirEnv_38 prefab-local XZ (125.474609858, -219.421161300); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0025,E38-C014,38,interior_interior_crossing,392.95239142952437,322.37812335077535,env38_shape_4330855547456548042_segment_0004,env38_shape_4330855547456548042_segment_0014,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6115275099451765,0.9729946844302919,4.149958897060965e-12,True,False,"VirEnv_38 prefab-local XZ (116.847938324, 205.058808199); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0033,E38-C015,38,interior_interior_crossing,323.70095974290234,206.33780031083853,env38_shape_4330855547456548042_segment_0009,env38_shape_4330855547529842337_segment_0018,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.7602234053865686,0.6584132857987873,7.958078640513122e-13,False,False,"VirEnv_38 prefab-local XZ (47.530958618, 88.927462374); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0035,E38-C016,38,interior_interior_crossing,320.0465358530566,239.99453478985754,env38_shape_4330855547456548042_segment_0010,env38_shape_4330855547456548042_segment_0020,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6098759827719019,0.654686123237503,1.7053025658242404e-12,True,False,"VirEnv_38 prefab-local XZ (43.873075734, 122.610597415); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0049,E38-C017,38,interior_interior_crossing,267.36922396343425,225.67875978325662,env38_shape_4330855547456548042_segment_0022,env38_shape_4330855547524397474_segment_0007,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.8079626348897584,0.7450400352560038,2.2566855185535593e-11,False,False,"VirEnv_38 prefab-local XZ (-8.854096402, 108.283593021); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0054,E38-C018,38,interior_interior_crossing,189.15793378174388,232.14391298894273,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042_segment_0031,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.3066172013977848,0.01942028288428389,8.58335624798201e-12,True,False,"VirEnv_38 prefab-local XZ (-87.139415309, 114.753817535); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0055,E38-C019,38,interior_interior_crossing,190.79180623874623,232.14067586693164,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.28482570479263813,0.9928246986867482,6.38351593806874e-11,False,False,"VirEnv_38 prefab-local XZ (-85.503996355, 114.750577874); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0057,E38-C020,38,interior_interior_crossing,70.46330466965229,220.90083941202,env38_shape_4330855547456548042_segment_0025,env38_shape_4330855547829185599_segment_0017,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.9232936961343512,0.0063129371215269155,1.1212875961064128e-08,False,False,"VirEnv_38 prefab-local XZ (-205.946391526, 103.501924818); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0058,E38-C021,38,interior_interior_crossing,41.88274560888673,220.14948336992066,env38_shape_4330855547456548042_segment_0026,env38_shape_4330855547829185599_segment_0027,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.36825412930011225,0.933608293692325,4.972378064849181e-11,False,False,"VirEnv_38 prefab-local XZ (-234.554002721, 102.749979407); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0061,E38-C022,38,interior_interior_crossing,258.2770810548837,270.88935593780013,env38_shape_4330855547456548042_segment_0028,env38_shape_4330855547524397474_segment_0008,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.800211121088761,0.499750878681169,1.2710574864626038e-13,False,False,"VirEnv_38 prefab-local XZ (-17.954845226, 153.529652662); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0062,E38-C023,38,interior_interior_crossing,196.50706363958383,266.35251112249864,env38_shape_4330855547456548042_segment_0029,env38_shape_4330855547456548042_segment_0032,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6452675054893007,0.9905776294005351,6.423306331271306e-12,True,False,"VirEnv_38 prefab-local XZ (-79.783329336, 148.989249116); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0064,E38-C024,38,interior_interior_crossing,190.80238693798395,231.8394080402407,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.9246373720798147,0.9848382639799802,1.0089706847793423e-11,False,False,"VirEnv_38 prefab-local XZ (-85.493405641, 114.449073731); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0075,E38-C025,38,interior_interior_crossing,266.2416889743083,-29.288118667786943,env38_shape_4330855547524397474_segment_0005,env38_shape_4330855547524397474_segment_0020,env38_shape_4330855547524397474,env38_shape_4330855547524397474,0.03226484005790553,0.41028563380593647,1.802220594981918e-10,True,False,"VirEnv_38 prefab-local XZ (-9.982698628, -146.883283110); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
env38_intersection_event_0078,E38-C026,38,interior_interior_crossing,265.1479762067154,188.95614961955482,env38_shape_4330855547524397474_segment_0007,env38_shape_4330855547529842337_segment_0015,env38_shape_4330855547524397474,env38_shape_4330855547529842337,0.35944425149136805,0.8134306108189897,2.304147983522853e-10,False,False,"VirEnv_38 prefab-local XZ (-11.077446619, 71.532177403); Y unavailable",connected_same_level,manual_unity_3d_visual_inspection,Assets/Tools/VirtualEnvironmentCreation/2DMapPrefabs/2D Map Vir 38.prefab; Assets/Prefabs/VIrtualEnvironments/VirEnv_38.prefab; Assets/Terrain Data/Terrain_Data_VirEnv38.asset; Assets/Tools/VirtualEnvironmentCreation/Scripts/Map2D.cs,"VirEnv_38/Terrain; Bridges hierarchy present, but no canonical road-segment association is serialized",Researcher manually inspected the corresponding crossing in the 3D Unity environment and confirmed both road trajectories meet on the same navigable surface with no road-over-road or road-under-road grade separation.,Manual review completed by the researcher. Both road trajectories were observed to meet on the same navigable surface; no road-over-road or road-under-road grade separation was observed.
