event_id,environment_id,event_type,x,y,segment_a_id,segment_b_id,shape_a_id,shape_b_id,t_a,t_b,residual,residual_unity_world_units,same_shape,source_anomaly_involved,navigability_status,refinement_method,status,review_notes
env38_intersection_event_0001,38,endpoint_endpoint,150.509354,212.02124,env38_shape_4330855546755831596_segment_0001,env38_shape_4330855546755831596_segment_0002,env38_shape_4330855546755831596,env38_shape_4330855546755831596,1.0,0.0,1.7288250917028504e-13,1.7288250917028504e-13,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0048,38,endpoint_endpoint,264.966125,226.26561,env38_shape_4330855547456548042_segment_0022,env38_shape_4330855547456548042_segment_0023,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0049,38,interior_interior_crossing,267.36922396343425,225.67875978325662,env38_shape_4330855547456548042_segment_0022,env38_shape_4330855547524397474_segment_0007,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.8079626348897584,0.7450400352560038,2.2566855185535593e-11,2.2566855185535593e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0050,38,endpoint_endpoint,212.147278,232.0985,env38_shape_4330855547456548042_segment_0023,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,4.3476855298588234e-13,4.3476855298588234e-13,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0051,38,endpoint_endpoint,212.147278,232.0985,env38_shape_4330855547456548042_segment_0023,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0052,38,endpoint_endpoint,137.1695,232.247681,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042_segment_0025,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0053,38,endpoint_endpoint,212.147278,232.0985,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0054,38,interior_interior_crossing,189.15793378174388,232.14391298894273,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547456548042_segment_0031,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.3066172013977848,0.01942028288428389,8.58335624798201e-12,8.58335624798201e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0055,38,interior_interior_crossing,190.79180623874623,232.14067586693164,env38_shape_4330855547456548042_segment_0024,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.28482570479263813,0.9928246986867482,6.38351593806874e-11,6.38351593806874e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0056,38,endpoint_endpoint,64.9214249,219.95816,env38_shape_4330855547456548042_segment_0025,env38_shape_4330855547456548042_segment_0026,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0057,38,interior_interior_crossing,70.46330466965229,220.90083941202,env38_shape_4330855547456548042_segment_0025,env38_shape_4330855547829185599_segment_0017,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.9232936961343512,0.0063129371215269155,1.1212875961064128e-08,1.1212875961064128e-08,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0058,38,interior_interior_crossing,41.88274560888673,220.14948336992066,env38_shape_4330855547456548042_segment_0026,env38_shape_4330855547829185599_segment_0027,env38_shape_4330855547456548042,env38_shape_4330855547829185599,0.36825412930011225,0.933608293692325,4.972378064849181e-11,4.972378064849181e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0059,38,endpoint_endpoint,298.572449,283.035156,env38_shape_4330855547456548042_segment_0027,env38_shape_4330855547456548042_segment_0028,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0060,38,endpoint_endpoint,248.2164,267.857178,env38_shape_4330855547456548042_segment_0028,env38_shape_4330855547456548042_segment_0029,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0061,38,interior_interior_crossing,258.2770810548837,270.88935593780013,env38_shape_4330855547456548042_segment_0028,env38_shape_4330855547524397474_segment_0008,env38_shape_4330855547456548042,env38_shape_4330855547524397474,0.800211121088761,0.499750878681169,1.2710574864626038e-13,1.2710574864626038e-13,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0062,38,interior_interior_crossing,196.50706363958383,266.35251112249864,env38_shape_4330855547456548042_segment_0029,env38_shape_4330855547456548042_segment_0032,env38_shape_4330855547456548042,env38_shape_4330855547456548042,0.6452675054893007,0.9905776294005351,6.423306331271306e-12,6.423306331271306e-12,True,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0063,38,endpoint_endpoint,189.062622,231.818237,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547456548042_segment_0031,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0064,38,interior_interior_crossing,190.80238693798395,231.8394080402407,env38_shape_4330855547456548042_segment_0030,env38_shape_4330855547529842337_segment_0012,env38_shape_4330855547456548042,env38_shape_4330855547529842337,0.9246373720798147,0.9848382639799802,1.0089706847793423e-11,1.0089706847793423e-11,False,False,requires_3d_review,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0065,38,endpoint_endpoint,193.969421,248.589188,env38_shape_4330855547456548042_segment_0031,env38_shape_4330855547456548042_segment_0032,env38_shape_4330855547456548042,env38_shape_4330855547456548042,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0066,38,endpoint_endpoint,270.2964,-66.0614,env38_shape_4330855547524397474_segment_0001,env38_shape_4330855547524397474_segment_0002,env38_shape_4330855547524397474,env38_shape_4330855547524397474,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0067,38,endpoint_endpoint,266.427765,-31.2446632,env38_shape_4330855547524397474_segment_0001,env38_shape_4330855547524397474_segment_0005,env38_shape_4330855547524397474,env38_shape_4330855547524397474,0.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0068,38,endpoint_endpoint,270.2964,-66.0614,env38_shape_4330855547524397474_segment_0001,env38_shape_4330855547524397474_segment_0029,env38_shape_4330855547524397474,env38_shape_4330855547524397474,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0069,38,endpoint_endpoint,352.9862,-69.4465256,env38_shape_4330855547524397474_segment_0002,env38_shape_4330855547524397474_segment_0003,env38_shape_4330855547524397474,env38_shape_4330855547524397474,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0070,38,endpoint_endpoint,352.9862,-69.4465256,env38_shape_4330855547524397474_segment_0002,env38_shape_4330855547524397474_segment_0011,env38_shape_4330855547524397474,env38_shape_4330855547524397474,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0071,38,endpoint_endpoint,270.2964,-66.0614,env38_shape_4330855547524397474_segment_0002,env38_shape_4330855547524397474_segment_0029,env38_shape_4330855547524397474,env38_shape_4330855547524397474,0.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
env38_intersection_event_0072,38,endpoint_endpoint,385.868652,-60.742218,env38_shape_4330855547524397474_segment_0003,env38_shape_4330855547524397474_segment_0004,env38_shape_4330855547524397474,env38_shape_4330855547524397474,1.0,0.0,0.0,0.0,True,False,authored_endpoint_connection,Phase 7 Shapely seed + bounded SciPy refinement; independent source-equation resultant confirmation,refined,
